timestamp,type,passagerId,busId,ligne,arret,montant,methodePaiement
1737532800010,ENTREE_SYSTEME,P0001,,,,,
1737532800020,ENTREE_SYSTEME,P0002,,,,,
1737532800030,ENTREE_SYSTEME,P0003,,,,,
1737532800040,ENTREE_SYSTEME,P0004,,,,,
1737532800050,ENTREE_SYSTEME,P0005,,,,,
1737532800060,ENTREE_SYSTEME,P0006,,,,,
1737532800070,ENTREE_SYSTEME,P0007,,,,,
1737532800080,ENTREE_SYSTEME,P0008,,,,,
1737532800090,ENTREE_SYSTEME,P0009,,,,,
1737532800100,ENTREE_SYSTEME,P0010,,,,,
1737532801010,PAIEMENT,P0001,,,,2.50,CARTE
1737532801020,PAIEMENT,P0002,,,,2.50,CARTE
1737532801030,PAIEMENT,P0003,,,,2.50,CARTE
1737532801040,PAIEMENT,P0004,,,,2.50,CARTE
1737532801050,PAIEMENT,P0005,,,,2.50,CARTE
1737532801060,PAIEMENT,P0006,,,,2.50,CARTE
1737532801070,PAIEMENT,P0007,,,,2.50,CARTE
1737532801080,PAIEMENT,P0008,,,,2.50,CARTE
1737532801090,PAIEMENT,P0009,,,,2.50,CARTE
1737532801100,PAIEMENT,P0010,,,,2.50,CARTE
1737532805010,PASSAGER_MONTE,P0001,B041,Ligne04,Lennoxville,,
1737532805020,PASSAGER_MONTE,P0002,B041,Ligne04,Lennoxville,,
1737532805030,PASSAGER_MONTE,P0003,B041,Ligne04,Lennoxville,,
1737532805040,PASSAGER_MONTE,P0004,B041,Ligne04,Lennoxville,,
1737532805050,PASSAGER_MONTE,P0005,B041,Ligne04,Lennoxville,,
1737532805060,PASSAGER_MONTE,P0006,B041,Ligne04,Lennoxville,,
1737532805070,PASSAGER_MONTE,P0007,B041,Ligne04,Lennoxville,,
1737532805080,PASSAGER_MONTE,P0008,B041,Ligne04,Lennoxville,,
1737532805090,PASSAGER_MONTE,P0009,B041,Ligne04,Lennoxville,,
1737532805100,PASSAGER_MONTE,P0010,B041,Ligne04,Lennoxville,,
1737532810000,PASSAGER_DESCEND,P0001,B041,Ligne04,Universite,,
1737532810000,PASSAGER_MONTE,P0001,B042,Ligne04,Universite,,
1737532810000,PASSAGER_DESCEND,P0002,B041,Ligne04,Universite,,
1737532810000,PASSAGER_MONTE,P0002,B042,Ligne04,Universite,,
1737532810000,PASSAGER_DESCEND,P0003,B041,Ligne04,Universite,,
1737532810000,PASSAGER_MONTE,P0003,B042,Ligne04,Universite,,
1737532810000,PASSAGER_DESCEND,P0004,B041,Ligne04,Universite,,
1737532810000,PASSAGER_MONTE,P0004,B042,Ligne04,Universite,,
1737532810000,PASSAGER_DESCEND,P0005,B041,Ligne04,Universite,,
1737532810000,PASSAGER_MONTE,P0005,B042,Ligne04,Universite,,
1737532810000,PASSAGER_DESCEND,P0006,B041,Ligne04,Universite,,
1737532810000,PASSAGER_MONTE,P0006,B042,Ligne04,Universite,,
1737532810000,PASSAGER_DESCEND,P0007,B041,Ligne04,Universite,,
1737532810000,PASSAGER_MONTE,P0007,B042,Ligne04,Universite,,
1737532810000,PASSAGER_DESCEND,P0008,B041,Ligne04,Universite,,
1737532810000,PASSAGER_MONTE,P0008,B042,Ligne04,Universite,,
1737532810000,PASSAGER_DESCEND,P0009,B041,Ligne04,Universite,,
1737532810000,PASSAGER_MONTE,P0009,B042,Ligne04,Universite,,
1737532810000,PASSAGER_DESCEND,P0010,B041,Ligne04,Universite,,
1737532810000,PASSAGER_MONTE,P0010,B042,Ligne04,Universite,,
