timestamp,type,passagerId,busId,ligne,arret,montant,methodePaiement
1737532800001,ENTREE_SYSTEME,P0001,,,,,
1737532800002,ENTREE_SYSTEME,P0002,,,,,
1737532800003,ENTREE_SYSTEME,P0003,,,,,
1737532800004,ENTREE_SYSTEME,P0004,,,,,
1737532800005,ENTREE_SYSTEME,P0005,,,,,
1737532800006,ENTREE_SYSTEME,P0006,,,,,
1737532800007,ENTREE_SYSTEME,P0007,,,,,
1737532800008,ENTREE_SYSTEME,P0008,,,,,
1737532800009,ENTREE_SYSTEME,P0009,,,,,
1737532800010,ENTREE_SYSTEME,P0010,,,,,
1737532800011,ENTREE_SYSTEME,P0011,,,,,
1737532800012,ENTREE_SYSTEME,P0012,,,,,
1737532800013,ENTREE_SYSTEME,P0013,,,,,
1737532800014,ENTREE_SYSTEME,P0014,,,,,
1737532800015,ENTREE_SYSTEME,P0015,,,,,
1737532800016,ENTREE_SYSTEME,P0016,,,,,
1737532800017,ENTREE_SYSTEME,P0017,,,,,
1737532800018,ENTREE_SYSTEME,P0018,,,,,
1737532800019,ENTREE_SYSTEME,P0019,,,,,
1737532800020,ENTREE_SYSTEME,P0020,,,,,
1737532800021,ENTREE_SYSTEME,P0021,,,,,
1737532800022,ENTREE_SYSTEME,P0022,,,,,
1737532800023,ENTREE_SYSTEME,P0023,,,,,
1737532800024,ENTREE_SYSTEME,P0024,,,,,
1737532800025,ENTREE_SYSTEME,P0025,,,,,
1737532800026,ENTREE_SYSTEME,P0026,,,,,
1737532800027,ENTREE_SYSTEME,P0027,,,,,
1737532800028,ENTREE_SYSTEME,P0028,,,,,
1737532800029,ENTREE_SYSTEME,P0029,,,,,
1737532800030,ENTREE_SYSTEME,P0030,,,,,
1737532800031,ENTREE_SYSTEME,P0031,,,,,
1737532800032,ENTREE_SYSTEME,P0032,,,,,
1737532800033,ENTREE_SYSTEME,P0033,,,,,
1737532800034,ENTREE_SYSTEME,P0034,,,,,
1737532800035,ENTREE_SYSTEME,P0035,,,,,
1737532800036,ENTREE_SYSTEME,P0036,,,,,
1737532800037,ENTREE_SYSTEME,P0037,,,,,
1737532800038,ENTREE_SYSTEME,P0038,,,,,
1737532800039,ENTREE_SYSTEME,P0039,,,,,
1737532800040,ENTREE_SYSTEME,P0040,,,,,
1737532800041,ENTREE_SYSTEME,P0041,,,,,
1737532800042,ENTREE_SYSTEME,P0042,,,,,
1737532800043,ENTREE_SYSTEME,P0043,,,,,
1737532800044,ENTREE_SYSTEME,P0044,,,,,
1737532800045,ENTREE_SYSTEME,P0045,,,,,
1737532800046,ENTREE_SYSTEME,P0046,,,,,
1737532800047,ENTREE_SYSTEME,P0047,,,,,
1737532800048,ENTREE_SYSTEME,P0048,,,,,
1737532800049,ENTREE_SYSTEME,P0049,,,,,
1737532800050,ENTREE_SYSTEME,P0050,,,,,
1737532800051,ENTREE_SYSTEME,P0051,,,,,
1737532800052,ENTREE_SYSTEME,P0052,,,,,
1737532800053,ENTREE_SYSTEME,P0053,,,,,
1737532800054,ENTREE_SYSTEME,P0054,,,,,
1737532800055,ENTREE_SYSTEME,P0055,,,,,
1737532800056,ENTREE_SYSTEME,P0056,,,,,
1737532800057,ENTREE_SYSTEME,P0057,,,,,
1737532800058,ENTREE_SYSTEME,P0058,,,,,
1737532800059,ENTREE_SYSTEME,P0059,,,,,
1737532800060,ENTREE_SYSTEME,P0060,,,,,
1737532800061,ENTREE_SYSTEME,P0061,,,,,
1737532800062,ENTREE_SYSTEME,P0062,,,,,
1737532800063,ENTREE_SYSTEME,P0063,,,,,
1737532800064,ENTREE_SYSTEME,P0064,,,,,
1737532800065,ENTREE_SYSTEME,P0065,,,,,
1737532800066,ENTREE_SYSTEME,P0066,,,,,
1737532800067,ENTREE_SYSTEME,P0067,,,,,
1737532800068,ENTREE_SYSTEME,P0068,,,,,
1737532800069,ENTREE_SYSTEME,P0069,,,,,
1737532800070,ENTREE_SYSTEME,P0070,,,,,
1737532800071,ENTREE_SYSTEME,P0071,,,,,
1737532800072,ENTREE_SYSTEME,P0072,,,,,
1737532800073,ENTREE_SYSTEME,P0073,,,,,
1737532800074,ENTREE_SYSTEME,P0074,,,,,
1737532800075,ENTREE_SYSTEME,P0075,,,,,
1737532800076,ENTREE_SYSTEME,P0076,,,,,
1737532800077,ENTREE_SYSTEME,P0077,,,,,
1737532800078,ENTREE_SYSTEME,P0078,,,,,
1737532800079,ENTREE_SYSTEME,P0079,,,,,
1737532800080,ENTREE_SYSTEME,P0080,,,,,
1737532800081,ENTREE_SYSTEME,P0081,,,,,
1737532800082,ENTREE_SYSTEME,P0082,,,,,
1737532800083,ENTREE_SYSTEME,P0083,,,,,
1737532800084,ENTREE_SYSTEME,P0084,,,,,
1737532800085,ENTREE_SYSTEME,P0085,,,,,
1737532800086,ENTREE_SYSTEME,P0086,,,,,
1737532800087,ENTREE_SYSTEME,P0087,,,,,
1737532800088,ENTREE_SYSTEME,P0088,,,,,
1737532800089,ENTREE_SYSTEME,P0089,,,,,
1737532800090,ENTREE_SYSTEME,P0090,,,,,
1737532800091,ENTREE_SYSTEME,P0091,,,,,
1737532800092,ENTREE_SYSTEME,P0092,,,,,
1737532800093,ENTREE_SYSTEME,P0093,,,,,
1737532800094,ENTREE_SYSTEME,P0094,,,,,
1737532800095,ENTREE_SYSTEME,P0095,,,,,
1737532800096,ENTREE_SYSTEME,P0096,,,,,
1737532800097,ENTREE_SYSTEME,P0097,,,,,
1737532800098,ENTREE_SYSTEME,P0098,,,,,
1737532800099,ENTREE_SYSTEME,P0099,,,,,
1737532800100,ENTREE_SYSTEME,P0100,,,,,
1737532800101,ENTREE_SYSTEME,P0101,,,,,
1737532800102,ENTREE_SYSTEME,P0102,,,,,
1737532800103,ENTREE_SYSTEME,P0103,,,,,
1737532800104,ENTREE_SYSTEME,P0104,,,,,
1737532800105,ENTREE_SYSTEME,P0105,,,,,
1737532800106,ENTREE_SYSTEME,P0106,,,,,
1737532800107,ENTREE_SYSTEME,P0107,,,,,
1737532800108,ENTREE_SYSTEME,P0108,,,,,
1737532800109,ENTREE_SYSTEME,P0109,,,,,
1737532800110,ENTREE_SYSTEME,P0110,,,,,
1737532800111,ENTREE_SYSTEME,P0111,,,,,
1737532800112,ENTREE_SYSTEME,P0112,,,,,
1737532800113,ENTREE_SYSTEME,P0113,,,,,
1737532800114,ENTREE_SYSTEME,P0114,,,,,
1737532800115,ENTREE_SYSTEME,P0115,,,,,
1737532800116,ENTREE_SYSTEME,P0116,,,,,
1737532800117,ENTREE_SYSTEME,P0117,,,,,
1737532800118,ENTREE_SYSTEME,P0118,,,,,
1737532800119,ENTREE_SYSTEME,P0119,,,,,
1737532800120,ENTREE_SYSTEME,P0120,,,,,
1737532800121,ENTREE_SYSTEME,P0121,,,,,
1737532800122,ENTREE_SYSTEME,P0122,,,,,
1737532800123,ENTREE_SYSTEME,P0123,,,,,
1737532800124,ENTREE_SYSTEME,P0124,,,,,
1737532800125,ENTREE_SYSTEME,P0125,,,,,
1737532800126,ENTREE_SYSTEME,P0126,,,,,
1737532800127,ENTREE_SYSTEME,P0127,,,,,
1737532800128,ENTREE_SYSTEME,P0128,,,,,
1737532800129,ENTREE_SYSTEME,P0129,,,,,
1737532800130,ENTREE_SYSTEME,P0130,,,,,
1737532800131,ENTREE_SYSTEME,P0131,,,,,
1737532800132,ENTREE_SYSTEME,P0132,,,,,
1737532800133,ENTREE_SYSTEME,P0133,,,,,
1737532800134,ENTREE_SYSTEME,P0134,,,,,
1737532800135,ENTREE_SYSTEME,P0135,,,,,
1737532800136,ENTREE_SYSTEME,P0136,,,,,
1737532800137,ENTREE_SYSTEME,P0137,,,,,
1737532800138,ENTREE_SYSTEME,P0138,,,,,
1737532800139,ENTREE_SYSTEME,P0139,,,,,
1737532800140,ENTREE_SYSTEME,P0140,,,,,
1737532800141,ENTREE_SYSTEME,P0141,,,,,
1737532800142,ENTREE_SYSTEME,P0142,,,,,
1737532800143,ENTREE_SYSTEME,P0143,,,,,
1737532800144,ENTREE_SYSTEME,P0144,,,,,
1737532800145,ENTREE_SYSTEME,P0145,,,,,
1737532800146,ENTREE_SYSTEME,P0146,,,,,
1737532800147,ENTREE_SYSTEME,P0147,,,,,
1737532800148,ENTREE_SYSTEME,P0148,,,,,
1737532800149,ENTREE_SYSTEME,P0149,,,,,
1737532800150,ENTREE_SYSTEME,P0150,,,,,
1737532800151,ENTREE_SYSTEME,P0151,,,,,
1737532800152,ENTREE_SYSTEME,P0152,,,,,
1737532800153,ENTREE_SYSTEME,P0153,,,,,
1737532800154,ENTREE_SYSTEME,P0154,,,,,
1737532800155,ENTREE_SYSTEME,P0155,,,,,
1737532800156,ENTREE_SYSTEME,P0156,,,,,
1737532800157,ENTREE_SYSTEME,P0157,,,,,
1737532800158,ENTREE_SYSTEME,P0158,,,,,
1737532800159,ENTREE_SYSTEME,P0159,,,,,
1737532800160,ENTREE_SYSTEME,P0160,,,,,
1737532800161,ENTREE_SYSTEME,P0161,,,,,
1737532800162,ENTREE_SYSTEME,P0162,,,,,
1737532800163,ENTREE_SYSTEME,P0163,,,,,
1737532800164,ENTREE_SYSTEME,P0164,,,,,
1737532800165,ENTREE_SYSTEME,P0165,,,,,
1737532800166,ENTREE_SYSTEME,P0166,,,,,
1737532800167,ENTREE_SYSTEME,P0167,,,,,
1737532800168,ENTREE_SYSTEME,P0168,,,,,
1737532800169,ENTREE_SYSTEME,P0169,,,,,
1737532800170,ENTREE_SYSTEME,P0170,,,,,
1737532800171,ENTREE_SYSTEME,P0171,,,,,
1737532800172,ENTREE_SYSTEME,P0172,,,,,
1737532800173,ENTREE_SYSTEME,P0173,,,,,
1737532800174,ENTREE_SYSTEME,P0174,,,,,
1737532800175,ENTREE_SYSTEME,P0175,,,,,
1737532800176,ENTREE_SYSTEME,P0176,,,,,
1737532800177,ENTREE_SYSTEME,P0177,,,,,
1737532800178,ENTREE_SYSTEME,P0178,,,,,
1737532800179,ENTREE_SYSTEME,P0179,,,,,
1737532800180,ENTREE_SYSTEME,P0180,,,,,
1737532800181,ENTREE_SYSTEME,P0181,,,,,
